marker_type,x,y,z,long_range,area_id
FuelCellPart,-117160,209722,1774,f,32
StravidiumOre,-97948,216120,7089,f,32
ScrapMetalWreckage,-97030,196896,6982,f,32
BasaltOre,-112864,214015,2748,f,32
ScrapMetalWreckage,-112124,183523,848,f,32
AzuritePickup,-103058,184092,1032,f,32
ScrapMetalPart,-103347,229932,1226,f,32
RhyolitePickup,-108471,183410,731,f,32
RhyolitePickup,-113496,194248,2464,f,32
FuelCellPart,-111352,194324,4015,f,32
BasaltPickup,-98600,216463,7086,f,32
ScrapMetalPart,-95592,213521,5458,f,32
ScrapMetalPart,-114977,212876,1488,f,32
BrittleBush,-91085,203124,4672,f,32
ScrapMetalPart,-112933,184935,875,f,32
ScrapMetalPart,-103235,220491,1214,f,32
ScrapMetalPart,-114238,210398,2009,f,32
AzuritePickup,-141577,199310,1433,f,32
ScrapMetalWreckage,-94702,192336,3441,f,32
FuelCellPart,-93885,200234,6041,f,32
FuelCellPart,-90873,205404,5798,f,32
ScrapMetalPart,-89796,197177,5151,f,32
FuelCellPart,-106327,200768,5994,f,32
ScrapMetalWreckage,-110099,183994,885,f,32
TitaniumOre,-105582,186969,4674,f,32
BrittleBush,-97772,186077,1257,f,32
BrittleBush,-116011,165889,819,f,32
ScrapMetalWreckage,-96941,190293,3219,f,32
StravidiumOre,-98732,186138,4961,f,32
FuelCellWreckage,-106082,230300,920,f,32
FuelCellPart,-112639,185137,777,f,32
FuelCellPart,-112811,199145,3936,f,32
RhyolitePickup,-109241,184068,930,f,32
FuelCellPart,-98037,206540,6806,f,32
ScrapMetalPart,-105477,219565,1021,f,32
TitaniumPickup,91663,185923,1699,f,33
ScrapMetalPart,95145,230438,1017,f,33
ScrapMetalWreckage,83498,194431,1816,f,33
BrittleBush,84510,228806,2154,f,33
BrittleBush,87342,225481,1731,f,33
ScrapMetalPart,105606,183601,1229,f,33
ScrapMetalWreckage,98868,228275,951,f,33
AzuritePickup,83315,219114,960,f,33
RhyolitePickup,99439,185197,1687,f,33
ScrapMetalPart,75974,216089,1419,f,32
ScrapMetalPart,85427,210418,1528,f,33
ScrapMetalPart,85034,184679,1670,f,33
ScrapMetalPart,75907,221901,1246,f,32
BrittleBush,104380,212596,3285,f,33
ScrapMetalPart,101123,202914,5472,f,33
ScrapMetalPart,88609,225182,1341,f,33
AzuritePickup,112349,194676,1366,f,33
FuelCellPart,85125,210203,1572,f,33
ScrapMetalPart,101638,205249,5515,f,33
FuelCellWreckage,74253,220814,1165,f,32
BrittleBush,79986,225750,1548,f,32
BasaltOre,101165,191986,5154,f,33
BrittleBush,100458,201806,5489,f,33
FuelCellPart,108879,205788,5707,f,33
AzuritePickup,111082,206394,5677,f,33
AzuriteOre,86359,207853,1624,f,33
AzuritePickup,89152,226038,1241,f,33
ScrapMetalWreckage,102124,196630,5066,f,33
StravidiumPickup,91696,208428,7309,f,33
RhyolitePickup,90052,204176,7254,f,33
ScrapMetalWreckage,90495,204452,7224,f,33
ScrapMetalPart,110839,213633,-1245,f,0
BrittleBush,108728,195028,1476,f,33
FuelCellWreckage,106315,208989,5840,f,0
BrittleBush,85629,224010,1464,f,33
FuelCellPart,73653,219227,1107,f,32
ScrapMetalPart,74536,216215,1283,f,32
ScrapMetalPart,87410,223613,1157,f,33
BrittleBush,108805,214657,5051,f,33
FuelCellPart,98472,227029,771,f,33
RhyolitePickup,85039,199980,1672,f,33
ScrapMetalPart,94432,187056,1643,f,33
FuelCellPart,75415,217380,1291,f,32
FuelCellPart,99561,193746,5037,f,33
FuelCellPart,83427,191336,1806,f,33
ScrapMetalPart,89513,201743,6660,f,33
RhyolitePickup,82686,217609,1009,f,33
ScrapMetalWreckage,94367,208665,7313,f,33
FuelCellPart,74441,220740,1152,f,32
ScrapMetalPart,90206,218862,1390,f,33
ScrapMetalPart,93715,207764,7309,f,33
BauxitePickup,94243,210059,7308,f,33
ScrapMetalPart,100363,201015,5650,f,33
ScrapMetalWreckage,98191,215763,1488,f,33
FuelCellPart,108564,209632,7415,f,0
ScrapMetalWreckage,87855,220781,1113,f,33
ScrapMetalPart,90389,204699,7282,f,33
BrittleBush,89294,213748,1547,f,33
ScrapMetalWreckage,104016,199319,5068,f,33
BrittleBush,97822,204449,6002,f,0
FuelCellWreckage,91792,197746,6075,f,33
FuelCellPart,85703,208827,1699,f,33
FuelCellPart,90979,186866,1554,f,33
RhyolitePickup,85441,188792,1562,f,33
BasaltOre,102329,200586,5817,f,33
ScrapMetalWreckage,99832,198753,5745,f,33
ScrapMetalPart,110235,217999,1555,f,33
ScrapMetalPart,72909,218771,1205,f,32
ScrapMetalPart,87819,224379,1342,f,33
RhyolitePickup,98560,220260,1587,f,33
RhyolitePickup,87303,224207,1380,f,33
ScrapMetalWreckage,95189,209580,7320,f,33
BasaltPickup,84227,228392,2081,f,33
RhyolitePickup,113627,208884,5491,f,33
BrittleBush,90276,193656,4600,f,33
ScrapMetalPart,88952,222681,1177,f,33
AzuritePickup,95083,200853,6408,f,33
BrittleBush,97340,204047,6020,f,33
StravidiumOre,109366,212975,9232,f,33
AzuritePickup,85170,211387,1510,f,33
FuelCellWreckage,98160,227047,750,f,33
ScrapMetalPart,74089,218793,1099,f,32
ScrapMetalPart,82408,218347,991,f,33
TitaniumOre,91852,185538,1686,f,33
ScrapMetalPart,97973,228965,1067,f,33
ScrapMetalWreckage,73873,217361,1131,f,32
RhyolitePickup,85921,208567,1682,f,33
AzuritePickup,94072,213347,1426,f,33
Ecolab,95583,193344,2790,t,33
RhyolitePickup,99430,214423,1736,f,33
ScrapMetalPart,101660,200833,5725,f,33
ScrapMetalWreckage,95745,203807,6327,f,33
RhyolitePickup,91022,230419,879,f,33
RhyolitePickup,85781,203224,1589,f,33
FuelCellPart,106570,209120,5848,f,0
ScrapMetalPart,110541,211224,9271,f,0
ScrapMetalPart,101145,216901,1424,f,33
RhyolitePickup,81884,216071,1068,f,32
ScrapMetalPart,74317,217538,1124,f,32
ScrapMetalWreckage,100151,200845,5686,f,33
ScrapMetalWreckage,88460,223818,1127,f,33
ScrapMetalPart,104220,199509,5066,f,33
TitaniumOre,101591,199931,5670,f,33
FuelCellPart,100151,191972,5056,f,33
FuelCellPart,93857,200407,6250,f,33
RhyolitePickup,112850,196087,1604,f,33
AzuriteOre,93172,195142,7988,f,33
RhyoliteOre,107809,214734,5156,f,33
RhyolitePickup,103756,198948,5070,f,33
BrittleBush,112415,195940,1582,f,33
RhyolitePickup,86178,184878,1353,f,33
AzuritePickup,88505,226247,1486,f,33
TitaniumPickup,87040,226263,2030,f,33
ScrapMetalPart,111599,195740,1635,f,33
TitaniumOre,73033,219761,1190,f,32
FuelCellPart,100035,219976,1640,f,33
ScrapMetalWreckage,87671,214350,1543,f,33
ScrapMetalPart,91588,187630,1619,f,33
BasaltPickup,84928,190391,1653,f,33
FuelCellPart,90214,192882,4576,f,33
RhyolitePickup,101941,215171,1383,f,33
RhyolitePickup,77340,216346,1467,f,32
ScrapMetalWreckage,75524,216204,1361,f,32
ScrapMetalPart,95683,185031,1678,f,33
RhyolitePickup,95163,208608,7313,f,33
BasaltPickup,94936,193430,8068,f,33
ScrapMetalPart,101089,227624,914,f,33
ScrapMetalWreckage,87626,223463,1096,f,33
FuelCellPart,90900,226888,687,f,33
ScrapMetalWreckage,89188,222658,1193,f,33
AzuritePickup,93378,208108,7307,f,33
AzuritePickup,105123,215124,3201,f,33
ScrapMetalWreckage,93510,207620,7308,f,33
ScrapMetalPart,114067,221635,1140,f,33
ScrapMetalWreckage,101634,205034,5509,f,33
ScrapMetalPart,75528,216221,1360,f,32
ScrapMetalWreckage,105244,203537,5057,f,33
BrittleBush,90164,188499,1660,f,33
FuelCellPart,88825,226131,1358,f,33
ScrapMetalPart,106361,214263,3251,f,33
ScrapMetalWreckage,74487,216477,1241,f,32
BasaltOre,85250,190186,1650,f,33
ScrapMetalPart,93264,201534,6454,f,33
ScrapMetalWreckage,89556,226207,1160,f,33
ScrapMetalPart,91243,207478,7289,f,33
BrittleBush,100395,214608,1572,f,33
BasaltOre,94680,193606,8023,f,33
FuelCellPart,110383,212317,9274,f,33
FuelCellPart,98165,227077,768,f,33
ScrapMetalWreckage,98687,219869,1658,f,33
ScrapMetalPart,88466,217657,1493,f,33
ScrapMetalPart,73775,217477,1132,f,32
AzuritePickup,113380,209921,5520,f,33
RhyolitePickup,84654,212852,1456,f,33
BasaltPickup,100913,191699,5161,f,33
ScrapMetalPart,82089,216623,1038,f,33
ScrapMetalWreckage,100137,192260,5054,f,33
RhyolitePickup,94455,229576,851,f,33
ScrapMetalPart,94159,208485,7312,f,33
ScrapMetalPart,105494,203450,4995,f,33
BrittleBush,84836,209304,1710,f,33
ScrapMetalWreckage,101659,200862,5719,f,33
BrittleBush,112888,196397,1636,f,33
FuelCellPart,94731,187262,1639,f,33
FuelCellPart,85117,201659,1613,f,33
ScrapMetalPart,86521,182927,1538,f,33
BrittleBush,80470,225347,1418,f,32
ScrapMetalPart,89397,225637,1156,f,33
RhyolitePickup,88432,200478,6252,f,33
RhyolitePickup,89022,193143,4813,f,33
ScrapMetalWreckage,88403,222641,1179,f,33
RhyolitePickup,88223,226592,1618,f,33
RhyolitePickup,83830,189299,1587,f,33
RhyolitePickup,90397,224485,913,f,33
ScrapMetalWreckage,100999,228570,956,f,33
StravidiumOre,91557,208040,7294,f,33
ScrapMetalPart,83420,194158,1851,f,33
FuelCellWreckage,90862,187109,1584,f,33
RhyolitePickup,92931,199214,6126,f,33
BauxiteOre,94319,210222,7301,f,33
BrittleBush,110872,199599,3152,f,33
ScrapMetalWreckage,88729,217734,1503,f,33
FuelCellPart,92936,197030,5802,f,33
ScrapMetalPart,99844,198750,5737,f,33
FuelCellPart,91601,227772,654,f,33
FuelCellPart,112419,220070,1546,f,33
FuelCellPart,100022,216646,1473,f,33
ScrapMetalWreckage,88759,201387,6440,f,33
ScrapMetalWreckage,77102,222459,1276,f,32
ScrapMetalPart,87708,217953,1352,f,33
FuelCellPart,113169,219863,1445,f,33
AzuritePickup,86353,208278,1655,f,33
FuelCellPart,76689,216273,1464,f,32
ScrapMetalPart,95791,203976,6316,f,33
BrittleBush,79836,223759,1231,f,32
ScrapMetalPart,105848,204765,-1763,f,33
BasaltOre,84548,228503,2183,f,33
ScrapMetalPart,97146,186264,1683,f,33
FuelCellWreckage,90015,192997,4612,f,33
ScrapMetalPart,100044,230331,1197,f,33
ScrapMetalWreckage,98902,227046,758,f,33
RhyolitePickup,89837,219100,1417,f,33
ScrapMetalWreckage,97063,216954,1460,f,33
BrittleBush,94308,231992,1298,f,33
ScrapMetalPart,91205,228790,695,f,33
ScrapMetalPart,99144,227156,737,f,33
ScrapMetalWreckage,73008,218520,1190,f,32
ScrapMetalPart,90868,193959,4587,f,33
ScrapMetalPart,85667,203561,1591,f,33
ScrapMetalPart,109147,212631,9242,f,33
ScrapMetalWreckage,89364,201900,6685,f,33
ScrapMetalWreckage,101145,202650,5392,f,33
ScrapMetalPart,77080,222478,1280,f,32
AzuritePickup,112190,195085,1389,f,33
RhyoliteOre,84643,200089,1718,f,33
BrittleBush,101582,234276,2066,f,33
RhyolitePickup,89653,193554,4688,f,33
ScrapMetalPart,107688,203195,4589,f,33
RhyolitePickup,87667,219944,1162,f,33
RhyolitePickup,88706,192940,4887,f,33
ScrapMetalPart,100117,219023,1666,f,33
TitaniumPickup,101251,200162,5706,f,33
ScrapMetalPart,106139,215525,3255,f,33
AzuritePickup,93107,195548,7985,f,33
ScrapMetalWreckage,100919,227755,898,f,33
ScrapMetalWreckage,91388,187824,1611,f,33
FuelCellPart,85207,186851,1678,f,33
ScrapMetalPart,100792,228532,933,f,33
RhyolitePickup,94646,200819,6326,f,33
ScrapMetalPart,76006,222752,1373,f,32
ScrapMetalPart,100356,192354,5056,f,33
FuelCellPart,94783,203465,6523,f,33
RhyolitePickup,90329,206418,7273,f,33
ScrapMetalPart,89581,226447,1163,f,33
ScrapMetalPart,100072,227184,777,f,33
RhyolitePickup,81888,218119,1115,f,32
AzuritePickup,97510,215382,1476,f,33
FuelCellPart,96873,216358,1435,f,33
RhyolitePickup,105842,182381,1138,f,33
ScrapMetalPart,89266,193514,4745,f,33
ScrapMetalPart,98940,219979,1625,f,33
BrittleBush,77712,221418,1315,f,32
BrittleBush,80624,209833,1627,f,32
RhyolitePickup,93812,229555,845,f,33
ScrapMetalWreckage,105790,183660,1180,f,33
ScrapMetalPart,73418,216991,1194,f,32
ScrapMetalWreckage,87483,217899,1347,f,33
FuelCellPart,82986,221159,841,f,33
ScrapMetalPart,101856,196669,5065,f,33
FuelCellPart,96706,185807,1685,f,33
BrittleBush,108462,202430,4466,f,33
ScrapMetalWreckage,82390,218079,986,f,33
ScrapMetalWreckage,85059,184947,1592,f,33
FuelCellPart,96185,186372,1667,f,33
ScrapMetalPart,88028,220694,1143,f,33
ScrapMetalPart,88280,222401,1172,f,33
BasaltPickup,102559,200245,5897,f,33
RhyoliteOre,102267,215445,1340,f,33
ScrapMetalWreckage,88608,225186,1336,f,33
ScrapMetalPart,98838,228492,981,f,33
TitaniumPickup,73050,219405,1190,f,32
AzuritePickup,73709,218756,1093,f,32
BrittleBush,106310,204308,4575,f,33
ScrapMetalPart,101420,229498,1061,f,33
ScrapMetalPart,98051,215997,1461,f,33
BrittleBush,82749,219991,846,f,33
AzuritePickup,94173,213668,1442,f,33
ScrapMetalPart,84702,221537,879,f,33
ScrapMetalPart,84335,223591,1325,f,33
FuelCellPart,88105,185596,1671,f,33
ScrapMetalPart,98875,203707,5684,f,33
TitaniumOre,110293,211146,9274,f,0
ScrapMetalWreckage,98774,203596,5718,f,33
FuelCellPart,79933,223783,1232,f,32
FuelCellPart,75101,216538,1275,f,32
ScrapMetalPart,96963,217162,1482,f,33
ScrapMetalPart,87942,214386,1547,f,33
BrittleBush,83587,197096,1776,f,33
ScrapMetalWreckage,91445,206822,7305,f,33
FuelCellPart,89004,226713,1361,f,33
FuelCellPart,96967,229890,1155,f,33
RhyolitePickup,107848,214247,5336,f,33
ScrapMetalPart,102551,206433,-1762,f,33
FuelCellPart,86710,225155,1789,f,33
ScrapMetalPart,87442,230943,1573,f,33
ScrapMetalPart,91183,206868,7305,f,33
ScrapMetalPart,87822,194070,4923,f,33
ScrapMetalPart,120541,171463,2075,f,33
FuelCellPart,118143,207331,1571,f,33
ScrapMetalPart,112880,185965,862,f,33
FuelCellPart,113492,174815,2208,f,33
ScrapMetalWreckage,118496,205154,1554,f,33
ScrapMetalWreckage,116221,195972,1621,f,33
RhyolitePickup,117695,204133,1612,f,33
ScrapMetalPart,116602,200636,1660,f,33
ScrapMetalWreckage,115589,188273,752,f,33
ScrapMetalPart,116689,206284,2038,f,33
ScrapMetalPart,117890,198860,1715,f,33
ScrapMetalPart,115862,188260,737,f,33
ScrapMetalPart,118476,204935,1550,f,33
ScrapMetalWreckage,112835,173689,2314,f,33
RhyolitePickup,117052,201127,1628,f,33
ScrapMetalPart,113937,185110,782,f,33
AzuritePickup,113319,172105,2457,f,33
ScrapMetalPart,112335,174382,2310,f,33
RhyolitePickup,114150,185737,673,f,33
ScrapMetalWreckage,117734,200024,1748,f,33
ScrapMetalWreckage,116882,196318,1593,f,33
ScrapMetalPart,116188,195702,1632,f,33
FuelCellPart,118298,206559,1578,f,33
ScrapMetalPart,118530,206621,1563,f,33
BrittleBush,114174,197067,1614,f,33
FuelCellPart,113639,178376,1745,f,33
ScrapMetalWreckage,114788,173272,2422,f,33
ScrapMetalWreckage,117904,204571,1552,f,33
ScrapMetalWreckage,113779,187908,1057,f,33
FuelCellPart,114125,187828,961,f,33
ScrapMetalWreckage,118016,198926,1719,f,33
AzuritePickup,115214,187969,764,f,33
ScrapMetalWreckage,116441,200710,1653,f,33
ScrapMetalPart,113877,188155,1089,f,33
BasaltOre,117549,169675,1974,f,33
BrittleBush,112556,185487,819,f,33
ScrapMetalPart,116603,196364,1615,f,33
FuelCellWreckage,118154,206371,1617,f,33
ScrapMetalPart,114495,188504,958,f,33
ScrapMetalPart,118166,204643,1538,f,33
ScrapMetalPart,118042,208043,1561,f,33
ScrapMetalPart,117468,199961,1751,f,33
BrittleBush,117167,168422,2059,f,33
ScrapMetalWreckage,114087,185339,732,f,33
ScrapMetalPart,114773,173546,2429,f,33
FuelCellPart,118823,210439,1504,f,33
BasaltPickup,117717,169923,2000,f,33
ScrapMetalPart,112783,173617,2328,f,33
RhyolitePickup,118404,194317,1162,f,33
RhyolitePickup,113548,177740,1848,f,33
BrittleBush,116666,169453,2271,f,33
FuelCellPart,118392,204115,1506,f,33
FuelCellWreckage,118011,207511,1582,f,33
BrittleBush,116623,168205,2399,f,33
ScrapMetalPart,183433,37165,2671,f,43
StravidiumOre,190493,32776,4661,f,43
ScrapMetalPart,186144,30483,2598,f,43
ScrapMetalWreckage,185328,33728,2805,f,43
ScrapMetalWreckage,185880,30151,2448,f,43
ScrapMetalPart,185411,36936,2344,f,43
RhyolitePickup,186130,31157,2752,f,43
AzuritePickup,186924,30548,2785,f,43
ScrapMetalWreckage,185544,37065,2309,f,43
StravidiumPickup,190553,32707,4658,f,43
ScrapMetalPart,185907,30159,2514,f,43
ScrapMetalWreckage,184741,34462,2571,f,43
FuelCellPart,184809,31448,2622,f,43
AzuritePickup,190663,38618,2503,f,43
BrittleBush,186683,38215,2197,f,43
ScrapMetalWreckage,185497,31325,2666,f,43
ScrapMetalPart,185595,37875,2356,f,43
BasaltOre,186059,33563,3043,f,43
ScrapMetalPart,185755,34017,2931,f,43
ScrapMetalPart,184548,34361,2524,f,43
ScrapMetalWreckage,191796,38501,2841,f,43
FuelCellPart,186949,38571,2229,f,43
ScrapMetalWreckage,183553,36916,2627,f,43
ScrapMetalPart,185883,30905,2644,f,43
ScrapMetalWreckage,186191,29141,2694,f,43
RhyolitePickup,187180,33001,3783,f,43
BrittleBush,187737,33207,3806,f,43
ScrapMetalPart,185298,33463,2803,f,43
BrittleBush,187675,32927,3803,f,43
BasaltOre,193301,34366,2780,f,43
FuelCellPart,185132,31371,2590,f,43
ScrapMetalPart,186921,28715,2688,f,43
RhyolitePickup,186143,38605,2355,f,43
ScrapMetalPart,184736,37181,2443,f,43
RhyolitePickup,193152,35722,2792,f,43
ScrapMetalPart,186077,29349,2648,f,43
BasaltPickup,186086,33191,3039,f,43
FuelCellWreckage,184722,31269,2724,f,43
BrittleBush,192796,35882,2844,f,43
FuelCellPart,186184,38234,2292,f,43
BasaltPickup,193664,34585,2720,f,43
ScrapMetalPart,185730,31192,2684,f,43
FuelCellPart,185481,36344,2396,f,43
FuelCellPart,193137,33366,2811,f,43
AzuritePickup,482517,-187377,2370,f,74
ScrapMetalWreckage,482663,-184195,1889,f,73
FuelCellPart,484230,-186560,2048,f,74
ScrapMetalWreckage,482865,-186302,2255,f,74
ScrapMetalPart,482671,-186403,2284,f,74
FuelCellPart,484172,-186254,2016,f,74
FuelCellPart,483826,-184989,1880,f,73
ScrapMetalPart,479985,-187860,2736,f,74
ScrapMetalPart,482729,-183991,1855,f,73
AzuritePickup,483486,-184800,1896,f,73
BrittleBush,475731,-184139,2554,f,73
ScrapMetalPart,483825,-185664,1982,f,74
AzuritePickup,482084,-190535,2320,f,74
ScrapMetalWreckage,479836,-187629,2729,f,74
ScrapMetalWreckage,481869,-184395,2024,f,73
FuelCellPart,482979,-184738,1952,f,73
ScrapMetalPart,483218,-187069,2272,f,74
FuelCellWreckage,484260,-186554,2043,f,74
RhyolitePickup,480853,-184311,2181,f,73
ScrapMetalWreckage,480514,-186398,2516,f,74
ScrapMetalPart,481986,-188635,2459,f,74
BrittleBush,480903,-191848,2601,f,74
ScrapMetalPart,481975,-184576,2049,f,73
BrittleBush,475763,-185146,2434,f,73
BrittleBush,476312,-185244,2398,f,73
ScrapMetalWreckage,484011,-185855,1980,f,74
ScrapMetalPart,480576,-186172,2498,f,74
RhyolitePickup,479821,-188269,2792,f,74
BrittleBush,479746,-189282,3017,f,74
BrittleBush,479456,-185387,2839,f,74
ScrapMetalPart,503845,-205194,3190,f,74
ScrapMetalWreckage,507026,-209690,3280,f,74
ScrapMetalWreckage,521595,-230664,2479,f,74
ScrapMetalPart,516607,-194706,7124,f,74
ScrapMetalWreckage,521450,-200926,2930,f,74
StravidiumPickup,516694,-237697,3048,f,74
BrittleBush,502983,-200670,3147,f,74
StravidiumOre,509926,-198177,4147,f,74
ScrapMetalPart,521251,-199964,3082,f,74
RhyoliteOre,512586,-199021,4337,f,74
FuelCellPart,519915,-193131,3118,f,74
RhyolitePickup,522106,-238643,2816,f,74
RhyolitePickup,487156,-242663,2798,f,74
ScrapMetalPart,507258,-205326,3270,f,74
FuelCellPart,519676,-238977,2838,f,74
ScrapMetalWreckage,516601,-194433,7127,f,74
ScrapMetalPart,508534,-207759,3403,f,74
BrittleBush,517775,-233675,3128,f,74
RhyolitePickup,518747,-200429,3845,f,74
RhyolitePickup,493896,-236436,2390,f,74
BrittleBush,495106,-240576,2486,f,74
RhyolitePickup,508220,-204998,3477,f,74
BasaltOre,507748,-191630,6473,f,74
ScrapMetalPart,507893,-195687,5460,f,74
RhyolitePickup,512880,-196300,4332,f,74
ScrapMetalWreckage,519985,-197297,4491,f,74
BrittleBush,504651,-200703,3176,f,74
BrittleBush,493320,-243292,2672,f,74
ScrapMetalPart,507090,-209914,3223,f,74
BasaltPickup,507491,-191950,6468,f,74
ScrapMetalWreckage,519394,-239737,2553,f,74
ScrapMetalPart,519296,-238817,2851,f,74
ScrapMetalPart,506637,-198896,4099,f,74
BrittleBush,519176,-201280,3575,f,74
FuelCellPart,524127,-239536,2145,f,74
FuelCellPart,489773,-242561,2720,f,74
BauxiteOre,508594,-192099,6466,f,74
BasaltOre,492334,-242011,2638,f,74
AzuritePickup,493557,-236912,2486,f,74
ScrapMetalPart,491844,-235324,2501,f,74
ScrapMetalPart,504085,-202173,3012,f,74
RhyolitePickup,522542,-240655,2382,f,74
TitaniumPickup,501927,-193939,3768,f,74
ScrapMetalPart,519341,-239480,2615,f,74
ScrapMetalWreckage,519962,-241400,2497,f,74
RhyoliteOre,512427,-191608,3953,f,74
BrittleBush,487061,-237658,2982,f,74
RhyolitePickup,487314,-242315,2730,f,74
ScrapMetalPart,521293,-239179,2799,f,74
ScrapMetalPart,513399,-188643,3214,f,74
RhyolitePickup,512589,-199431,4368,f,74
AzuritePickup,525665,-238375,1983,f,74
ScrapMetalPart,514732,-187745,3553,f,74
FuelCellPart,508503,-206861,3380,f,74
ScrapMetalWreckage,508336,-207578,3387,f,74
FuelCellPart,507440,-205320,3304,f,74
ScrapMetalPart,495538,-239323,2356,f,74
ScrapMetalWreckage,503745,-205451,3207,f,74
RhyolitePickup,497596,-193451,2885,f,74
BasaltOre,502421,-198716,6722,f,74
BrittleBush,519232,-237984,3114,f,74
ScrapMetalWreckage,522129,-231862,2777,f,74
ScrapMetalPart,507250,-210829,2970,f,74
ScrapMetalWreckage,506649,-198862,4109,f,74
ScrapMetalPart,510831,-202950,6040,f,74
AzuritePickup,505817,-207688,3219,f,74
ScrapMetalWreckage,507636,-195611,5461,f,74
RhyolitePickup,524443,-234216,2863,f,74
BrittleBush,505112,-211949,3102,f,74
ScrapMetalPart,517250,-189990,5611,f,74
RhyolitePickup,510397,-188996,3119,f,74
RhyolitePickup,518351,-232111,2712,f,74
StravidiumOre,510595,-203253,6008,f,74
ScrapMetalPart,521727,-230784,2497,f,74
RhyolitePickup,512363,-192013,4005,f,74
FuelCellPart,517148,-193377,7120,f,74
ScrapMetalPart,520519,-201026,3177,f,74
ScrapMetalWreckage,487527,-243583,2790,f,74
ScrapMetalPart,510111,-196203,5187,f,74
ScrapMetalPart,518433,-237151,3164,f,74
BrittleBush,505199,-206660,3224,f,74
FuelCellPart,517319,-237689,2924,f,74
BrittleBush,501116,-193365,3501,f,74
ScrapMetalWreckage,516121,-199455,4281,f,74
FuelCellPart,520168,-203989,2979,f,74
ScrapMetalWreckage,510574,-190246,3508,f,74
ScrapMetalWreckage,507222,-210811,2968,f,74
ScrapMetalPart,510778,-190083,3428,f,74
FuelCellPart,520660,-241615,2577,f,74
ScrapMetalPart,509073,-202035,4167,f,74
FuelCellPart,522311,-230932,2438,f,74
RhyolitePickup,522468,-238632,2752,f,74
ScrapMetalPart,512511,-201188,6162,f,74
ScrapMetalPart,520142,-240789,2448,f,74
AzuritePickup,505484,-209787,3772,f,74
BasaltOre,520773,-194533,2912,f,74
ScrapMetalPart,526661,-237074,2187,f,74
ScrapMetalPart,521549,-241322,2574,f,74
FuelCellPart,510010,-192015,6286,f,74
ScrapMetalPart,504871,-204765,3043,f,74
ScrapMetalWreckage,513668,-188581,3251,f,74
BasaltOre,509930,-189411,3376,f,74
ScrapMetalWreckage,488448,-243216,2581,f,74
RhyolitePickup,512749,-191953,3959,f,74
FuelCellPart,497044,-193966,3079,f,74
ScrapMetalWreckage,513605,-187719,3149,f,74
ScrapMetalPart,509973,-197335,4162,f,74
AzuritePickup,503140,-208073,4111,f,74
ScrapMetalWreckage,511636,-190170,3422,f,74
TitaniumPickup,516422,-193260,7184,f,74
BasaltPickup,492717,-242056,2667,f,74
AzuritePickup,508131,-209544,3150,f,74
RhyolitePickup,511584,-198348,4354,f,74
FuelCellPart,502369,-205621,2991,f,74
ScrapMetalWreckage,487692,-243068,2716,f,74
RhyolitePickup,491055,-240715,2937,f,74
ScrapMetalWreckage,509281,-201861,4216,f,74
StravidiumPickup,510084,-197798,4140,f,74
FuelCellPart,507029,-196995,4667,f,74
ScrapMetalWreckage,521032,-229391,2521,f,74
ScrapMetalPart,512844,-201225,6174,f,74
BasaltPickup,519915,-232856,3171,f,74
FuelCellWreckage,522255,-230772,2367,f,74
RhyolitePickup,511572,-196870,4547,f,74
ScrapMetalWreckage,521423,-232050,2990,f,74
ScrapMetalPart,521828,-239588,2642,f,74
FuelCellPart,509316,-204447,3891,f,74
ScrapMetalWreckage,492068,-235473,2496,f,74
TitaniumOre,516181,-193472,7185,f,74
RhyolitePickup,512105,-189173,3140,f,74
FuelCellPart,511766,-189279,3123,f,74
ScrapMetalPart,505557,-212146,3031,f,74
StravidiumPickup,507064,-193223,6478,f,74
RhyolitePickup,517778,-232123,2764,f,74
FuelCellPart,517213,-190729,5804,f,74
ScrapMetalPart,517524,-231819,2780,f,74
FuelCellWreckage,507950,-205737,3403,f,74
ScrapMetalPart,520042,-197194,4507,f,74
ScrapMetalPart,520860,-203053,2962,f,74
ScrapMetalPart,520818,-229545,2510,f,74
ScrapMetalPart,519807,-241220,2472,f,74
ScrapMetalPart,489305,-242260,2740,f,74
ScrapMetalPart,509924,-201617,4299,f,74
FuelCellPart,519667,-230720,2567,f,74
StravidiumOre,507371,-193520,6474,f,74
BrittleBush,495185,-240349,2459,f,74
BasaltOre,520219,-232634,3146,f,74
ScrapMetalPart,512366,-194747,4591,f,74
ScrapMetalPart,521841,-229194,2517,f,74
AzuritePickup,489199,-241870,2801,f,74
TitaniumPickup,522670,-236907,3778,f,74
AzuritePickup,490794,-241316,2880,f,74
FuelCellPart,522176,-239396,2655,f,74
FuelCellWreckage,517075,-190736,5798,f,74
ScrapMetalPart,514883,-187431,3685,f,74
ScrapMetalPart,490261,-242348,2755,f,74
FuelCellWreckage,509593,-210506,2897,f,74
FuelCellPart,519642,-203644,3055,f,74
ScrapMetalWreckage,512495,-194521,4488,f,74
ScrapMetalPart,515807,-189803,6779,f,74
ScrapMetalPart,509319,-193721,6445,f,74
ScrapMetalWreckage,514491,-187651,3535,f,74
ScrapMetalPart,503420,-195426,4375,f,74
ScrapMetalPart,488299,-243243,2612,f,74
RhyolitePickup,518246,-194562,7159,f,74
AzuritePickup,521991,-237894,3075,f,74
ScrapMetalWreckage,506992,-205292,3217,f,74
